Nummer;TAN;START;END;Interviewdauer [sec];Expected Language;STATUS;STATUS_TEXT;current_Q;Q1A1_1;Q1A2_1;Q1A3_1;Q1A4_1;Q1A5_1;Q1A6_1;Q1A7_1;Q1A8_1;Q1A9_1;Q1A10_1;Q2A1_1;Q2A2_1;Q2A3_1;Q2A4_1;Q2A5_1;Q2A6_1;Q2A7_1;Q2A8_1;Q2A9_1;Q2A10_1;Q3A1_1;Q3A2_1;Q3A3_1;Q3A4_1;Q3A5_1;Q3A6_1;Q3A7_1;Q3A8_1;Q3A9_1;Q3A10_1;Q4;Q5A1;Q5A2;Q5A3;Q5A4;Q5A5;Q5A6;Q5A7;Q5A8;Q5A9;Q6A1;Q6A2;Q6A3;Q6A4;Q6A5;Q6A6;Q6A7;Q6A8;Q7A1;Q8A1;Q9A1;Q10;Q11;Q12;Q13;HTTP_USER_AGENT;IP_START;IP_END;QUESTIONNAIRE;SURVEY;I_ID;interviewer_name;ST_ID;QUESTION_ORDER;I_SURVEY;redem_r;redem_gqs;redem_oes;redem_ts;redem_check_time
98;98;26.06.2025 14:25;26.06.2025 14:26;36;en;Teilbefragung;;2;Rarely;3–5× per week;1–2× per week;Daily;3–5× per week;Daily;3–5× per week;Rarely;Rarely;3–5× per week;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";24.134.96.217;;5;1;0;;0;0,1;2___96a9412f80e0f9dc6874fcd02d113b4d_OVPRAXC;;;;;0
99;99;26.06.2025 14:26;26.06.2025 14:36;577;de;Screenout ReDem® Quality Check;;13;Daily;Never;Never;3–5× per week;Several times per day;Daily;Several times per day;Rarely;Daily;3–5× per week;Strongly agree;Agree;Strongly agree;Neutral;Strongly agree;Strongly agree;Disagree;Disagree;Agree;Disagree;Rarely;Always;Rarely;Never;Often;Never;Often;Always;Rarely;Often;Omnivore – I eat all kinds of food, including meat, fish, and plant-based items;;Cheese;Bacon or sausage;Eggs;Fish or seafood;Plant-based meat substitutes (e.g., tofu, tempeh);Milk or dairy products;;Leafy vegetables (e.g., spinach, kale);Health and nutrition;Taste and enjoyment;Convenience and speed;;Animal welfare;Environmental concerns;;Habit or tradition;t vero eos et accusam et justo duo dolores et ea rebum.Stet clita kasd gubergren, no sea t;a rebum.Stet clita kasd gubergren, no sea takimata s;ipsum dolor sit amet. Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy e;Under 18;I live alone;High school diploma;I mostly eat out or order take-away food;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";24.134.96.217;24.134.96.217;5;1;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___ba193f62ed18b9977dbb0d444a974947_OVPRAXC;36;97;0;-999;0
100;100;27.06.2025 10:54;27.06.2025 10:56;131;en;Screenout ReDem® Quality Check;;13;Never;Rarely;1–2× per week;3–5× per week;3–5× per week;3–5× per week;Daily;Daily;Daily;Daily;Strongly disagree;Disagree;Disagree;Neutral;Neutral;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Never;Rarely;Sometimes;Often;Often;Sometimes;Rarely;Never;Rarely;Sometimes;Vegan – I avoid all animal products (no meat, dairy, eggs, etc.);Chicken;;;;;;;;;Health and nutrition;Taste and enjoyment;Convenience and speed;Price and budget;Animal welfare;Environmental concerns;Religious or ethical beliefs;Habit or tradition;Because I enjoy food very much and I want to stay healthy.;Potatoes;I don’t know;35–44;I live with children;Vocational training;I mostly eat out or order take-away food;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";1,93154E+11;1,93154E+11;5;1;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___6db06bdfbe340ce7e80fdc3ee6336d00_OVPRAXC;60;62;74;-999;27.06.2025 10:56
103;103;27.06.2025 11:47;27.06.2025 11:48;30;de;Teilbefragung;;2;Never;Rarely;1–2× per week;3–5× per week;Daily;Several times per day;1–2× per week;Rarely;Never;Never;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";1,93154E+11;;5;1;0;;0;0,1;2___1df057afd3c3c809f8de1c4720dd2914_OVPRAXC;;;;;0
104;104;27.06.2025 11:49;27.06.2025 12:03;810;en;vollständige Befragung;;13;Rarely;Daily;1–2× per week;Daily;Daily;Daily;Daily;Rarely;Rarely;Rarely;Disagree;Agree;Agree;Disagree;Disagree;Agree;Agree;Disagree;Disagree;Disagree;Always;Rarely;Sometimes;Sometimes;Sometimes;Often;Sometimes;Sometimes;Often;Sometimes;Omnivore – I eat all kinds of food, including meat, fish, and plant-based items;;;;Eggs;Fish or seafood;Plant-based meat substitutes (e.g., tofu, tempeh);;Fruits;Leafy vegetables (e.g., spinach, kale);Health and nutrition;Taste and enjoyment;;;Animal welfare;;;;Always tried to eat healthy, so I'm cosncious buot waht goes in my body. Plus, pleasure of eating good flavours isn't to be underestimated. And aye, gotta think bout the animals, right? Don't want to harm them if I don’t have to.;Grilled salmon with a side of quinoa and steamed veg. Lovely stuff. Bit of lemon on top, and it’s all organic, very good.;To me, healthy’s all about balance. Bit of protein (mostyl fish for me), plenty of veggies, tehn roundin it off with some good carbs like brown rice or sth. Cook most of my meals from scratch usin organic ingredients whenever possible, that's how I keep it healthy and balanced.;60 or older;I live with a partner;University or college degree;I buy groceries and cook most of the time;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";24.134.96.217;24.134.96.217;5;1;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___b8f42711a7cb140a80f986729e61f043_OVPRAXC;97;86;100;-999;27.06.2025 12:03
105;105;27.06.2025 12:21;27.06.2025 12:26;309;en;vollständige Befragung;;13;3–5× per week;3–5× per week;1–2× per week;3–5× per week;3–5× per week;Daily;3–5× per week;Rarely;3–5× per week;3–5× per week;Disagree;Agree;Agree;Disagree;Disagree;Agree;Agree;Disagree;Disagree;Disagree;Always;Rarely;Sometimes;Sometimes;Sometimes;Often;Sometimes;Sometimes;Often;Sometimes;Omnivore – I eat all kinds of food, including meat, fish, and plant-based items;Chicken;Cheese;;Eggs;Fish or seafood;;Milk or dairy products;Fruits;Leafy vegetables (e.g., spinach, kale);Health and nutrition;Taste and enjoyment;Convenience and speed;Price and budget;;;;;Mainly because of health reasons, but also because of convenience and budget. I try to eat a balanced diet.;Usually have a chicken slaad for lunch, maybe a cheese sandwich. Grab some fast food on busy days.;A healthy mela to me is balanced, lots of vegetables, lean protein. Try to limit processed food intake.;45–59;I live alone;University or college degree;I buy groceries and cook most of the time;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";24.134.96.217;24.134.96.217;5;1;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___eeb00b5f2029825d0b37facdc9f1873e_OVPRAXC;83;88;67;-999;27.06.2025 12:26
109;109;27.06.2025 14:06;27.06.2025 14:08;123;de;Redem® Prüfung Complete;;13;Never;Rarely;1–2× per week;Rarely;3–5× per week;Daily;1–2× per week;3–5× per week;Daily;1–2× per week;Strongly disagree;Disagree;Neutral;Disagree;Neutral;Agree;Strongly agree;Neutral;Disagree;Strongly disagree;Never;Rarely;Sometimes;Rarely;Sometimes;Often;Always;Sometimes;Rarely;Never;Vegan – I avoid all animal products (no meat, dairy, eggs, etc.);Chicken;Cheese;Bacon or sausage;Eggs;Fish or seafood;Plant-based meat substitutes (e.g., tofu, tempeh);Milk or dairy products;Fruits;Leafy vegetables (e.g., spinach, kale);Health and nutrition;Taste and enjoyment;Convenience and speed;Price and budget;Animal welfare;Environmental concerns;Religious or ethical beliefs;Habit or tradition;I pay attention to only eat little salt.;Potatoes and salad;Little salt and little fat;25–34;I live with parents or other family members;High school diploma;Someone else does most of the shopping/cooking;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";1,93154E+11;1,93154E+11;5;1;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___0ab736c2a6f62fbb1799e3b870df08e8_OVPRAXC;;;;;0
110;110;27.06.2025 14:09;27.06.2025 14:10;103;en;Screenout ReDem® Quality Check;;13;Never;Rarely;1–2× per week;3–5× per week;Daily;Several times per day;Daily;1–2× per week;Rarely;Never;Disagree;Disagree;Disagree;Strongly disagree;Strongly disagree;Strongly disagree;Disagree;Disagree;Disagree;Strongly disagree;Rarely;Never;Rarely;Never;Rarely;Rarely;Rarely;Never;Rarely;Never;Vegan – I avoid all animal products (no meat, dairy, eggs, etc.);Chicken;Cheese;Bacon or sausage;Eggs;Fish or seafood;Plant-based meat substitutes (e.g., tofu, tempeh);Milk or dairy products;Fruits;Leafy vegetables (e.g., spinach, kale);Health and nutrition;Taste and enjoyment;Convenience and speed;Price and budget;Animal welfare;Environmental concerns;Religious or ethical beliefs;Habit or tradition;It is important to eat salad;salad and bananas;Low fat and carb;25–34;I live with parents or other family members;Secondary school;I share cooking and shopping with others;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";1,93154E+11;1,93154E+11;5;1;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___fef579cc7c4a2d93933511fafa168a34_OVPRAXC;50;91;74;-999;27.06.2025 14:10
111;111;27.06.2025 16:55;27.06.2025 16:56;59;de;Screenout ReDem® Quality Check;;13;Never;Never;Rarely;Rarely;Rarely;1–2× per week;1–2× per week;3–5× per week;3–5× per week;3–5× per week;Strongly disagree;Strongly disagree;Strongly disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Neutral;Neutral;Rarely;Rarely;Rarely;Sometimes;Never;Sometimes;Sometimes;Often;Often;Often;Flexitarian – I mostly avoid meat but eat it occasionally;Chicken;Cheese;Bacon or sausage;;;;;;;Health and nutrition;Taste and enjoyment;Convenience and speed;;;;;;test;test2;gstgs;25–34;I live with parents or other family members;High school diploma;I mostly eat out or order take-away food;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";90146131192;90146131192;5;1;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___dbb98207a1f7423a1a64c09109257999_OVPRAXC;47;74;4;33;27.06.2025 16:56
112;112;27.06.2025 16:58;27.06.2025 16:59;18;en;Teilbefragung;;5;1–2× per week;1–2× per week;1–2× per week;1–2× per week;3–5× per week;1–2× per week;1–2× per week;3–5× per week;3–5× per week;3–5× per week;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Disagree;Disagree;Disagree;Never;Never;Rarely;Never;Rarely;Rarely;Rarely;Rarely;Rarely;Rarely;Vegan – I avoid all animal products (no meat, dairy, eggs, etc.);;;;;;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";90146131192;;5;1;0;;0;,1,2,3,4;2___f0609fa28490bd6484b5858b760c358a_OVPRAXC;;;;;0
121;121;03.07.2025 21:52;03.07.2025 21:53;36;en;Screenout ReDem® Quality Check;;13;Daily;Rarely;Never;1–2× per week;3–5× per week;Rarely;1–2× per week;3–5× per week;Rarely;3–5× per week;Strongly agree;Strongly disagree;Disagree;Neutral;Agree;Disagree;Strongly agree;Neutral;Strongly agree;Disagree;Sometimes;Often;Always;Sometimes;Often;Never;Often;Always;Rarely;Often;Omnivore – I eat all kinds of food, including meat, fish, and plant-based items;Chicken;Cheese;Bacon or sausage;Eggs;Fish or seafood;Plant-based meat substitutes (e.g., tofu, tempeh);Milk or dairy products;Fruits;Leafy vegetables (e.g., spinach, kale);Health and nutrition;;Convenience and speed;;Animal welfare;Environmental concerns;Religious or ethical beliefs;;ptua.At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea t;ur sadipscing elitr,  sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam era;asd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. Lorem ipsum d;60 or older;I live with children;Secondary school;I mostly eat out or order take-away food;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";24.134.96.217;24.134.96.217;5;1;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___7fb54b054a8411fce6f5511948fc8359_OVPRAXC;27;100;0;16;03.07.2025 21:53
25;25;12.06.2025 17:15;12.06.2025 17:17;148;de;Redem® Prüfung Complete;;13;Never;Rarely;1–2× per week;1–2× per week;3–5× per week;Rarely;3–5× per week;3–5× per week;1–2× per week;Rarely;Strongly disagree;Disagree;Neutral;Strongly disagree;Agree;Agree;Strongly agree;Strongly agree;Neutral;Disagree;Never;Rarely;Rarely;Sometimes;Often;Rarely;Sometimes;Never;Sometimes;Sometimes;Flexitarian – I mostly avoid meat but eat it occasionally;;Cheese;;;Fish or seafood;;;Fruits;;;;Convenience and speed;;;Environmental concerns;;;I want to be healthy;A typical meal for me includes grilled chicken or tofu with brown rice and a large serving of steamed vegetables like broccoli and zucchini. I usually prepare my meals at home using fresh ingredients and drink water or unsweetened tea with them.;A healthy meal to me means a balanced combination of whole foods that nourish the body—lean proteins, plenty of vegetables, whole grains, and minimal processed ingredients.;35–44;I live with parents or other family members;Vocational training;I share cooking and shopping with others;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";194.166.93.145;194.166.93.145;5;2;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___4b270ed63e935f6c2cebab1421d68b13_EXLSKZCZ;;;;;0
26;26;12.06.2025 17:21;12.06.2025 17:23;118;en;Redem® Prüfung Complete;;13;Never;Rarely;Rarely;Rarely;1–2× per week;3–5× per week;3–5× per week;1–2× per week;Rarely;Rarely;Strongly disagree;Disagree;Neutral;Disagree;Disagree;Neutral;Strongly agree;Neutral;Disagree;Strongly disagree;Never;Rarely;Never;Sometimes;Often;Often;Sometimes;Rarely;Sometimes;Rarely;Flexitarian – I mostly avoid meat but eat it occasionally;;Cheese;Bacon or sausage;;;Plant-based meat substitutes (e.g., tofu, tempeh);;Fruits;;;Taste and enjoyment;;Price and budget;;Environmental concerns;;;A healthy meal to me means a balanced combination of whole foods that nourish the body—lean proteins, plenty of vegetables, whole grains, and minimal processed ingredients.;I try to achieve this by cooking most meals myself, focusing on fresh produce and avoiding added sugars or artificial additives.;lean proteins, plenty of vegetables, whole grains, and minimal processed ingredients.;25–34;I live with parents or other family members;Secondary school;I share cooking and shopping with others;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";194.166.93.145;194.166.93.145;5;2;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___2ce833e0b347217ddfec98d3e54fcc1b_EXLSKZCZ;;;;;0
31;31;13.06.2025 09:06;13.06.2025 09:07;62;de;Screenout ReDem® Quality Check;;13;Daily;1–2× per week;1–2× per week;3–5× per week;1–2× per week;1–2× per week;3–5× per week;3–5× per week;3–5× per week;1–2× per week;Neutral;Strongly disagree;Disagree;Disagree;Strongly disagree;Neutral;Disagree;Strongly disagree;Disagree;Neutral;Sometimes;Rarely;Sometimes;Sometimes;Rarely;Never;Sometimes;Sometimes;Rarely;Rarely;Vegan – I avoid all animal products (no meat, dairy, eggs, etc.);;Cheese;;Eggs;Fish or seafood;;;;;;Taste and enjoyment;;;;Environmental concerns;;;much sports to do;full meal with meat;fruits milk;45–59;I live with parents or other family members;High school diploma;I buy groceries and cook most of the time;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";217.91.17.29;217.91.17.29;5;2;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___34b625a2b45895801740e78feb2ecaef_EXLSKZCZ;71;91;70;-999;13.06.2025 09:07
32;32;13.06.2025 12:05;13.06.2025 12:07;122;en;Redem® Prüfung Complete;;13;Never;Rarely;3–5× per week;3–5× per week;Daily;1–2× per week;1–2× per week;3–5× per week;1–2× per week;Never;Disagree;Agree;Agree;Strongly agree;Neutral;Agree;Disagree;Disagree;Agree;Disagree;Never;Sometimes;Rarely;Sometimes;Often;Often;Always;Rarely;Often;Sometimes;Flexitarian – I mostly avoid meat but eat it occasionally;;;Bacon or sausage;;Fish or seafood;;Milk or dairy products;;;Health and nutrition;;;Price and budget;;Environmental concerns;;;Some people use food to regulate their mood—reaching for comfort foods when stressed or avoiding meals during anxiety.;Childhood routines (like always finishing your plate) or daily structures (like eating lunch at noon) shape current behavior.;You might eat mindfully, savoring each bite—or you might eat distractedly while working or watching TV, which influences both what and how much you eat.;35–44;I live with children;Vocational training;Someone else does most of the shopping/cooking;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";194.166.95.101;194.166.95.101;5;2;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___3fafde63b0c2de9889e41aa1a23f943e_EXLSKZCZ;;;;;0
33;33;16.06.2025 14:57;16.06.2025 14:57;;en;Aufruf Fragebogen;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";1,93154E+11;;5;2;0;;0;;2___c376e7b96aeef52091f9418410d81128_EXLSKZCZ;;;;;0
34;34;16.06.2025 14:59;16.06.2025 15:12;795;en;Screenout ReDem® Quality Check;;13;Never;Never;Never;Never;Never;Several times per day;Several times per day;Several times per day;Rarely;Rarely;Strongly disagree;Agree;Strongly agree;Disagree;Agree;Agree;Strongly agree;Strongly disagree;Disagree;Disagree;Always;Rarely;Sometimes;Often;Rarely;Often;Always;Often;Rarely;Sometimes;Vegan – I avoid all animal products (no meat, dairy, eggs, etc.);;;;;;Plant-based meat substitutes (e.g., tofu, tempeh);;Fruits;Leafy vegetables (e.g., spinach, kale);;;;;Animal welfare;Environmental concerns;Religious or ethical beliefs;;I eat a vegan diet because I care about animal welfare, the environment, and my health.;A typical vegan meal for me is a bowl of quinoa with roasted vegetables, chickpeas, and a tahini dressing.;A healthy meal to me means a balanced vegan plate with lots of fresh vegetables, whole grains, legumes, and plant-based proteins. I achieve this by planning my meals around a variety of colorful veggies and avoiding animal products.;18–24;I live alone;University or college degree;I buy groceries and cook most of the time;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36 Edg/137.0.0.0";69.244.86.7;69.244.86.7;5;2;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___16c0669166a5ae399ea19bcfedec22d8_EXLSKZCZ;58;85;34;-999;16.06.2025 15:12
35;35;16.06.2025 17:02;16.06.2025 17:04;128;de;Screenout ReDem® Quality Check;;13;Never;Rarely;1–2× per week;1–2× per week;Rarely;Rarely;Daily;3–5× per week;Rarely;1–2× per week;Strongly disagree;Disagree;Disagree;Neutral;Disagree;Neutral;Neutral;Agree;Disagree;Strongly disagree;Never;Always;Sometimes;Rarely;Sometimes;Sometimes;Sometimes;Rarely;Sometimes;Sometimes;Pescatarian – I don’t eat meat, but I do eat fish and seafood;Chicken;;;Eggs;;;Milk or dairy products;;;Health and nutrition;;;;Animal welfare;;;;I could help you think through factors like health goals, cultural background, convenience, budget, taste preferences, or ethical considerations that shape how people eat.;A typical meal often reflects someone's lifestyle, preferences, and circumstances. For example, someone might describe their usual dinner as grilled chicken with roasted vegetables and rice - simple, nutritious, and fitting their health goals and cooking skills.;No idea;25–34;I live with parents or other family members;High school diploma;I share cooking and shopping with others;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";1,93154E+11;1,93154E+11;5;2;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___1b1ea66b2e42ff422f7671180b90deaa_EXLSKZCZ;44;92;20;-999;16.06.2025 17:04
36;36;16.06.2025 17:17;16.06.2025 17:21;263;en;vollständige Befragung;;13;1–2× per week;1–2× per week;Rarely;1–2× per week;3–5× per week;1–2× per week;3–5× per week;Never;Daily;Rarely;Disagree;Agree;Strongly agree;Disagree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Often;Rarely;Sometimes;Sometimes;Often;Rarely;Sometimes;Sometimes;Rarely;Sometimes;Omnivore – I eat all kinds of food, including meat, fish, and plant-based items;Chicken;Cheese;;Eggs;;;Milk or dairy products;Fruits;;Health and nutrition;Taste and enjoyment;Convenience and speed;Price and budget;Animal welfare;Environmental concerns;;Habit or tradition;I try to achieve a healthy balance between what I like and what is healthy.;Potatoes, vegetables and  chicken;slef cooked, little sugar little salt.;45–59;I live with children;University or college degree;Someone else does most of the shopping/cooking;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";1,93154E+11;1,93154E+11;5;2;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___d5a3c375a3431d38ca75c2e6e14dc9b0_EXLSKZCZ;83;92;87;-999;16.06.2025 17:21
37;37;17.06.2025 18:16;17.06.2025 18:16;;de;Aufruf Fragebogen;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";80.121.55.6;;5;2;0;;0;;2___15a0c35ee0ad6332454590ae4cfb4fd7_EXLSKZCZ;;;;;0
39;39;17.06.2025 18:17;17.06.2025 18:17;;en;Aufruf Fragebogen;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";80.121.55.6;;5;2;0;;0;;2___5f9cab719dec7950ad616646703d56fc_EXLSKZCZ;;;;;0
40;40;17.06.2025 18:21;17.06.2025 18:21;;en;Aufruf Fragebogen;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";80.121.55.6;;5;2;0;;0;;2___e3735f7e91c3e37f4d25cdd3b8931037_EXLSKZCZ;;;;;0
44;44;17.06.2025 18:26;17.06.2025 18:26;;de;Aufruf Fragebogen;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";80.121.55.6;;5;2;0;;0;;2___2dbc362263337b3003280e5ddcfd3c8d_EXLSKZCZ;;;;;0
48;48;18.06.2025 13:47;18.06.2025 13:48;77;en;Screenout ReDem® Quality Check;;13;Never;Rarely;Never;Rarely;Never;Rarely;Never;Rarely;Never;Rarely;Disagree;Neutral;Disagree;Strongly disagree;Disagree;Neutral;Agree;Neutral;Disagree;Strongly disagree;Sometimes;Sometimes;Sometimes;Sometimes;Sometimes;Sometimes;Sometimes;Sometimes;Sometimes;Sometimes;Vegan – I avoid all animal products (no meat, dairy, eggs, etc.);Chicken;Cheese;;;;;;;;Health and nutrition;;;;Animal welfare;;;;I like meet;beefburger;meat;35–44;I live with a partner;Vocational training;Someone else does most of the shopping/cooking;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";1,93154E+11;1,93154E+11;5;2;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___597b818404be61b799a06babcf46bc1b_EXLSKZCZ;61;34;70;-999;18.06.2025 13:48
49;49;18.06.2025 13:54;18.06.2025 13:59;205;de;Screenout ReDem® Quality Check;;13;Several times per day;Several times per day;Several times per day;Several times per day;Several times per day;Several times per day;Several times per day;Several times per day;Several times per day;Several times per day;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Vegan – I avoid all animal products (no meat, dairy, eggs, etc.);Chicken;Cheese;Bacon or sausage;Eggs;Fish or seafood;Plant-based meat substitutes (e.g., tofu, tempeh);Milk or dairy products;Fruits;Leafy vegetables (e.g., spinach, kale);Health and nutrition;Taste and enjoyment;Convenience and speed;Price and budget;Animal welfare;Environmental concerns;Religious or ethical beliefs;Habit or tradition;The way I (or anyone) eats today is shaped by a combination of personal, cultural, health, and lifestyle factors.;Lunch Bowl: Grilled Chicken with Quinoa and Roasted Vegetables;A healthy meal, to me personally, means a plate that nourishes both the body and mind, supports long-term well-being, and aligns with my values of sustainability, balance, and simplicity.;35–44;I live with parents or other family members;University or college degree;I mostly eat out or order take-away food;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";1,93154E+11;1,93154E+11;5;2;0;;0;,1,2,3,4,5,6,7,8,9,10,11,12,13;2___3342d3ac2979fcd64a20250ae353031a_EXLSKZCZ;22;0;34;-999;18.06.2025 13:59
